LABEL,"SVC(C=0.1, gamma=1)",GaussianNB(),"LogisticRegression(C=10, solver='liblinear')",DecisionTreeClassifier(criterion='entropy'),RandomForestClassifier()
3724,True,False,,True,True,True
3725,True,False,,True,True,True
3726,True,False,,True,True,True
3728,True,False,,True,True,True
3729,True,False,,True,True,True
3731,True,False,,True,True,True
3732,True,False,,True,True,True
3734,True,False,,True,True,True
3735,True,False,,True,True,True
3737,True,False,,True,True,True
3738,True,False,,True,True,True
3740,True,False,,True,True,True
3741,True,False,,True,True,True
3742,False,False,,False,False,False
3743,True,False,,True,True,True
3744,True,False,,True,True,True
3745,True,False,,True,True,True
3746,True,False,,True,True,True
3747,True,False,,True,True,True
3748,True,False,,True,True,True
3749,True,False,,True,True,True
3750,True,False,,True,True,True
3751,True,False,,True,True,True
3752,True,False,,True,True,True
3753,True,False,,True,True,True
3754,True,False,,True,True,True
3756,True,False,,True,True,True
3757,False,False,,False,False,False
3758,True,False,,True,True,True
3759,True,False,,True,True,True
3760,True,False,,True,True,True
3761,True,False,,True,True,True
3762,True,False,,True,True,True
3763,True,False,,True,True,True
3764,True,False,,True,True,True
3765,True,False,,True,True,True
3766,True,False,,True,True,True
3767,True,False,,True,True,True
3768,True,False,,True,True,True
3769,False,False,,False,False,False
3770,True,False,,True,True,True
3771,True,False,,True,True,True
3772,True,False,,True,True,True
3774,True,False,,True,True,True
3775,True,False,,True,True,True
3776,True,False,,True,True,True
3777,True,False,,True,True,True
3779,True,False,,True,True,True
3780,False,False,,False,False,False
3781,True,False,,True,True,True
3782,True,False,,True,True,True
3783,True,False,,False,True,True
3785,True,False,,True,True,True
3786,True,False,,True,True,True
3787,False,False,,False,False,False
3788,True,False,,False,True,True
3789,True,False,,True,True,True
3790,True,False,,True,True,True
3791,True,False,,True,True,True
3792,True,False,,True,True,True
3793,True,False,,True,True,True
3794,True,False,,True,True,True
3795,True,False,,True,True,False
3796,True,False,,True,True,True
3797,True,False,,True,True,True
3798,True,False,,True,True,True
3799,True,False,,True,True,True
3804,True,False,,True,True,True
3805,True,False,,True,True,True
3806,True,False,,True,True,True
3807,True,False,,True,True,True
3808,True,False,,True,True,True
3809,True,False,,True,True,True
3810,True,False,,True,True,True
3811,True,False,,True,True,True
3812,True,False,,True,True,True
3813,True,False,,True,True,True
3818,True,False,,True,True,True
3819,True,False,,True,True,True
3820,True,False,,True,True,True
3821,True,False,,True,True,True
3822,True,False,,True,True,True
3827,True,False,,True,True,True
3828,True,False,,True,True,True
3829,True,False,,True,True,True
3831,True,False,,True,True,True
3832,True,False,,True,True,True
3833,True,False,,True,True,True
3834,False,False,,False,False,False
3835,True,False,,True,True,True
3836,True,False,,True,True,True
3837,True,False,,True,True,True
3838,True,False,,True,True,True
3839,False,False,,False,False,False
3840,True,False,,True,True,True
3841,True,False,,True,True,True
3842,True,False,,True,True,True
3843,False,False,,False,False,False
3844,True,False,,True,True,True
3845,True,False,,True,True,True
3846,True,False,,True,True,True
3847,False,False,,False,False,False
3848,True,False,,True,True,True
3849,True,False,,True,True,True
3850,True,False,,True,True,True
3851,False,False,,False,False,False
3852,True,False,,True,True,True
3853,True,False,,True,True,True
3854,False,False,,False,False,False
3855,True,False,,True,True,True
3856,True,False,,True,True,True
3857,True,False,,True,True,True
3858,True,False,,True,True,True
3859,True,False,,True,True,True
3861,True,False,,True,True,True
3862,True,False,,True,True,True
3863,True,False,,True,True,True
3864,True,False,,True,True,True
3865,True,False,,True,True,True
3866,True,False,,True,True,True
3867,True,False,,True,True,True
3869,True,False,,True,True,True
3870,True,False,,True,True,True
3872,True,False,,True,True,True
3873,True,False,,True,True,True
3875,True,False,,True,True,True
3876,True,False,,True,True,True
3877,True,False,,True,True,True
3878,True,False,,True,True,True
3879,True,False,,True,True,True
3880,True,False,,True,True,True
3881,True,False,,True,True,True
3882,False,False,,False,False,False
3883,True,False,,True,True,True
3884,True,False,,True,True,True
3885,True,False,,True,True,True
3886,True,False,,True,True,True
3887,True,False,,True,True,True
3888,True,False,,True,True,True
3889,True,False,,True,True,True
3890,False,False,,False,False,False
3891,True,False,,True,True,True
3892,True,False,,True,True,True
3893,True,False,,True,True,True
3894,True,False,,True,True,True
3895,True,False,,True,True,True
3896,True,False,,True,True,True
3897,True,False,,True,True,True
3898,True,False,,True,True,True
3899,True,False,,True,True,True
3900,True,False,,True,True,True
3901,True,False,,True,True,True
3902,True,False,,True,True,True
3903,True,False,,True,True,True
3904,True,False,,True,True,True
3905,True,False,,True,True,True
3906,True,False,,True,True,True
3907,True,False,,True,True,True
3908,True,False,,True,True,True
3909,True,False,,True,True,True
3910,True,False,,True,True,True
3911,True,False,,True,True,True
3912,True,False,,True,True,True
3913,True,False,,True,True,True
3914,True,False,,True,True,True
3915,True,False,,True,True,True
3916,True,False,,True,True,True
3917,True,False,,True,True,False
3918,True,False,,True,True,True
3919,True,False,,True,True,True
3920,True,False,,True,True,True
3921,True,False,,False,True,True
3922,True,False,,True,True,True
3923,False,False,,False,False,False
3924,True,False,,True,True,True
3925,True,False,,True,True,True
3926,True,False,,True,True,True
3927,True,False,,True,True,True
3928,True,False,,True,True,True
3929,False,False,,False,False,False
3930,True,False,,True,True,True
3931,True,False,,True,True,True
3932,True,False,,True,True,True
3933,True,False,,True,True,True
3934,True,False,,True,True,True
3935,True,False,,True,True,True
3936,True,False,,True,True,True
3937,True,False,,True,True,True
3938,True,False,,True,True,True
3939,False,False,,False,False,True
3940,True,False,,True,True,True
3941,True,False,,True,True,True
3942,True,False,,True,True,True
3943,True,False,,True,True,True
3944,False,False,,False,False,False
3945,True,False,,True,True,True
3946,True,False,,True,True,True
3947,True,False,,True,True,True
3948,True,False,,True,True,True
3949,True,False,,True,True,True
3950,True,False,,True,True,True
3951,True,False,,True,True,True
3952,False,False,,False,False,False
3953,True,False,,True,True,True
3954,True,False,,True,True,True
3955,True,False,,True,True,True
3956,True,False,,True,True,True
3957,False,False,,True,False,True
3958,True,False,,True,True,True
3959,True,False,,True,True,True
3960,True,False,,True,True,True
3961,True,False,,True,True,True
3962,False,False,,False,False,False
3963,True,False,,True,True,True
3964,True,False,,True,True,True
3965,True,False,,True,True,True
3966,True,False,,True,True,True
3967,False,False,,False,False,False
3968,True,False,,True,True,True
3969,True,False,,True,True,True
3970,True,False,,True,True,True
3971,False,False,,False,False,False
3972,True,False,,True,True,True
3973,True,False,,False,True,False
3975,True,False,,True,True,True
3976,False,False,,True,False,False
3977,True,False,,True,True,True
3978,True,False,,True,True,True
3979,True,False,,True,True,True
3980,True,False,,True,True,True
3981,True,False,,True,True,True
3982,True,False,,True,True,True
3983,True,False,,True,True,True
3984,True,False,,True,True,True
3985,True,False,,True,True,True
3986,True,False,,True,True,True
3987,False,False,,False,False,False
3988,True,False,,True,True,True
3989,True,False,,True,True,True
3990,True,False,,True,True,True
3991,True,False,,True,True,True
3992,True,False,,True,True,True
3993,True,False,,True,True,True
3994,True,False,,True,True,True
3995,True,False,,True,True,True
3996,True,False,,True,True,True
3997,True,False,,True,True,True
3998,True,False,,True,True,False
3999,True,False,,True,True,True
4000,True,False,,True,True,True
4001,True,False,,True,True,True
4002,True,False,,True,True,True
4003,True,False,,True,True,True
4004,True,False,,True,True,True
4005,True,False,,True,True,True
4006,True,False,,True,True,True
4007,True,False,,True,True,True
4008,True,False,,True,True,True
4009,True,False,,True,True,True
4010,False,False,,False,False,False
4011,True,False,,True,True,True
4012,True,False,,True,True,True
4013,True,False,,True,True,True
4014,True,False,,True,True,False
4015,True,False,,True,True,True
4016,True,False,,True,True,True
4017,True,False,,True,True,True
4018,False,False,,False,False,False
4019,True,False,,True,True,True
4020,True,False,,True,True,True
4021,True,False,,True,True,True
4022,True,False,,True,True,True
4023,False,False,,False,False,False
4024,True,False,,True,True,True
4025,True,False,,True,True,True
4026,True,False,,True,True,True
4027,True,False,,True,True,True
4028,True,False,,True,True,True
4029,True,False,,True,True,True
4031,True,False,,True,True,True
4032,False,False,,False,False,False
4033,True,False,,True,True,True
4034,True,False,,True,True,True
4035,True,False,,True,True,True
4036,True,False,,True,True,True
4037,True,False,,True,True,True
4038,True,False,,True,True,True
4039,False,False,,False,False,False
4040,True,False,,True,True,True
4041,True,False,,True,True,True
4042,True,False,,True,True,True
4043,True,False,,True,True,True
4044,True,False,,True,True,True
4045,False,False,,False,False,False
4046,True,False,,True,True,True
4047,True,False,,True,True,True
4048,True,False,,True,True,True
4049,True,False,,True,True,True
4051,True,False,,True,True,True
4052,True,False,,True,True,True
4054,True,False,,True,True,True
4055,True,False,,True,True,True
4056,False,False,,False,False,False
4057,True,False,,True,True,True
4058,True,False,,True,True,True
4059,True,False,,True,True,True
4060,False,False,,False,False,False
4061,True,False,,True,True,True
4062,True,False,,True,True,True
4063,True,False,,True,True,True
4064,False,False,,False,False,False
4065,True,False,,True,True,True
4066,True,False,,True,True,True
4067,True,False,,True,True,True
4068,True,False,,True,True,True
4070,True,False,,True,True,True
4071,True,False,,True,True,True
4072,True,False,,True,True,True
4073,True,False,,True,True,True
4074,True,False,,True,True,True
4075,True,False,,True,True,True
4076,True,False,,True,True,True
4077,True,False,,True,True,True
4079,False,False,,False,False,False
4080,True,False,,True,True,True
4082,True,False,,True,True,True
4083,True,False,,True,True,True
4084,True,False,,True,True,True
4086,True,False,,True,True,True
4087,False,False,,False,False,False
4088,True,False,,True,True,True
4089,True,False,,True,True,True
4090,True,False,,True,True,True
4091,True,False,,True,True,True
4092,True,False,,True,True,True
4093,True,False,,True,True,True
4094,True,False,,True,True,True
4095,True,False,,True,True,True
4096,True,False,,True,True,True
4097,True,False,,True,True,True
4098,True,False,,True,True,True
4099,True,False,,True,True,True
4100,True,False,,True,True,True
4101,True,False,,True,True,True
4102,True,False,,True,True,True
4103,True,False,,True,True,True
4104,True,False,,True,True,True
4105,True,False,,True,True,False
4106,True,False,,True,True,True
4107,True,False,,True,True,False
4108,True,False,,True,True,True
4109,True,False,,True,True,True
4110,True,False,,True,True,True
4111,False,False,,False,False,False
4112,True,False,,True,True,True
4113,True,False,,True,True,True
4114,True,False,,True,True,True
4115,True,False,,True,True,True
4116,True,False,,True,True,True
4117,True,False,,True,True,True
4118,True,False,,True,True,False
4120,True,False,,True,True,False
4122,True,False,,True,True,True
4123,True,False,,True,True,True
4124,True,False,,True,True,False
4126,True,False,,True,True,True
4128,True,False,,True,True,True
4130,True,False,,True,True,True
4131,True,False,,True,True,True
4132,False,False,,False,False,False
4133,True,False,,True,True,True
4134,True,False,,True,True,True
4135,True,False,,True,True,True
4136,True,False,,True,True,True
4137,True,False,,True,True,True
4138,True,False,,True,True,True
4139,True,False,,False,True,True
4140,False,False,,True,False,False
4141,True,False,,True,True,True
4142,True,False,,True,True,True
4143,True,False,,True,True,True
4145,True,False,,True,True,True
4146,True,False,,True,True,True
4147,True,False,,True,True,True
4149,True,False,,True,True,True
4150,True,False,,True,True,True
4152,True,False,,True,True,True
4153,False,False,,False,False,True
4154,True,False,,True,True,True
4155,True,False,,True,True,True
4156,True,False,,True,True,True
